date,day_type,festival,is_festival,unexpected_surge,customers,dish,quantity_sold,prep_quantity,waste,revenue,waste_cost
2024-01-11,Weekday,None,0,0,60,Dosa,9,9,0,1080,0.0
2024-01-11,Weekday,None,0,0,60,Burger,11,12,1,1650,60.0
2024-01-11,Weekday,None,0,0,60,Pizza,12,12,0,3600,0.0
2024-01-12,Weekday,None,0,0,67,Biryani,15,17,2,3750,200.0
2024-01-12,Weekday,None,0,0,67,Paneer Butter Masala,12,13,1,2640,88.0
2024-01-12,Weekday,None,0,0,67,Dosa,10,10,0,1200,0.0
2024-01-12,Weekday,None,0,0,67,Burger,13,14,1,1950,60.0
2024-01-12,Weekday,None,0,0,67,Pizza,14,14,0,4200,0.0
2024-01-13,Weekend,None,0,0,107,Biryani,24,26,2,6000,200.0
2024-01-13,Weekend,None,0,0,107,Paneer Butter Masala,19,20,1,4180,88.0
2024-01-13,Weekend,None,0,0,107,Dosa,16,17,1,1920,48.0
2024-01-13,Weekend,None,0,0,107,Burger,20,23,3,3000,180.0
2024-01-13,Weekend,None,0,0,107,Pizza,22,25,3,6600,360.0
2024-01-14,Weekend,None,0,0,121,Biryani,27,31,4,6750,400.0
2024-01-14,Weekend,None,0,0,121,Paneer Butter Masala,21,23,2,4620,176.0
2024-01-14,Weekend,None,0,0,121,Dosa,18,19,1,2160,48.0
2024-01-14,Weekend,None,0,0,121,Burger,23,26,3,3450,180.0
2024-01-14,Weekend,None,0,0,121,Pizza,25,29,4,7500,480.0
2024-01-15,Weekday,None,0,0,73,Biryani,16,17,1,4000,100.0
2024-01-15,Weekday,None,0,0,73,Paneer Butter Masala,13,14,1,2860,88.0
2024-01-15,Weekday,None,0,0,73,Dosa,10,11,1,1200,48.0
2024-01-15,Weekday,None,0,0,73,Burger,14,14,0,2100,0.0
2024-01-15,Weekday,None,0,0,73,Pizza,15,15,0,4500,0.0
2024-01-16,Weekday,None,0,0,66,Biryani,14,15,1,3500,100.0
2024-01-16,Weekday,None,0,0,66,Paneer Butter Masala,11,12,1,2420,88.0
2024-01-16,Weekday,None,0,0,66,Dosa,9,10,1,1080,48.0
2024-01-16,Weekday,None,0,0,66,Burger,12,12,0,1800,0.0
2024-01-16,Weekday,None,0,0,66,Pizza,13,14,1,3900,120.0
2024-01-17,Weekday,None,0,0,88,Biryani,19,20,1,4750,100.0
2024-01-17,Weekday,None,0,0,88,Paneer Butter Masala,15,15,0,3300,0.0
2024-01-17,Weekday,None,0,0,88,Dosa,13,14,1,1560,48.0
2024-01-17,Weekday,None,0,0,88,Burger,17,18,1,2550,60.0
2024-01-17,Weekday,None,0,0,88,Pizza,18,21,3,5400,360.0
2024-01-18,Weekday,None,0,0,84,Biryani,18,19,1,4500,100.0
2024-01-18,Weekday,None,0,0,84,Paneer Butter Masala,15,16,1,3300,88.0
2024-01-18,Weekday,None,0,0,84,Dosa,12,12,0,1440,0.0
2024-01-18,Weekday,None,0,0,84,Burger,16,17,1,2400,60.0
2024-01-18,Weekday,None,0,0,84,Pizza,17,20,3,5100,360.0
2024-01-19,Weekday,None,0,0,82,Biryani,18,21,3,4500,300.0
2024-01-19,Weekday,None,0,0,82,Paneer Butter Masala,14,15,1,3080,88.0
2024-01-19,Weekday,None,0,0,82,Dosa,12,12,0,1440,0.0
2024-01-19,Weekday,None,0,0,82,Burger,15,16,1,2250,60.0
2024-01-19,Weekday,None,0,0,82,Pizza,17,18,1,5100,120.0
2024-01-20,Weekend,None,0,0,102,Biryani,22,23,1,5500,100.0
2024-01-20,Weekend,None,0,0,102,Paneer Butter Masala,18,20,2,3960,176.0
2024-01-20,Weekend,None,0,0,102,Dosa,15,16,1,1800,48.0
2024-01-20,Weekend,None,0,0,102,Burger,19,20,1,2850,60.0
2024-01-20,Weekend,None,0,0,102,Pizza,21,22,1,6300,120.0
2024-01-21,Weekend,None,0,0,114,Biryani,25,26,1,6250,100.0
2024-01-21,Weekend,None,0,0,114,Paneer Butter Masala,20,21,1,4400,88.0
2024-01-21,Weekend,None,0,0,114,Dosa,17,19,2,2040,96.0
2024-01-21,Weekend,None,0,0,114,Burger,22,24,2,3300,120.0
2024-01-21,Weekend,None,0,0,114,Pizza,23,24,1,6900,120.0
2024-01-22,Weekday,None,0,0,71,Biryani,15,16,1,3750,100.0
2024-01-22,Weekday,None,0,0,71,Paneer Butter Masala,12,13,1,2640,88.0
2024-01-22,Weekday,None,0,0,71,Dosa,10,10,0,1200,0.0
2024-01-22,Weekday,None,0,0,71,Burger,13,14,1,1950,60.0
2024-01-22,Weekday,None,0,0,71,Pizza,14,14,0,4200,0.0
2024-01-23,Weekday,None,0,0,61,Biryani,13,14,1,3250,100.0
2024-01-23,Weekday,None,0,0,61,Paneer Butter Masala,10,10,0,2200,0.0
2024-01-23,Weekday,None,0,0,61,Dosa,9,9,0,1080,0.0
2024-01-23,Weekday,None,0,0,61,Burger,11,12,1,1650,60.0
2024-01-23,Weekday,None,0,0,61,Pizza,12,13,1,3600,120.0
2024-01-24,Weekday,None,0,0,85,Biryani,19,22,3,4750,300.0
2024-01-24,Weekday,None,0,0,85,Paneer Butter Masala,15,16,1,3300,88.0
2024-01-24,Weekday,None,0,0,85,Dosa,12,13,1,1440,48.0
2024-01-24,Weekday,None,0,0,85,Burger,16,18,2,2400,120.0
2024-01-24,Weekday,None,0,0,85,Pizza,17,18,1,5100,120.0
2024-01-25,Weekday,None,0,0,83,Biryani,18,20,2,4500,200.0
2024-01-25,Weekday,None,0,0,83,Paneer Butter Masala,14,16,2,3080,176.0
2024-01-25,Weekday,None,0,0,83,Dosa,12,13,1,1440,48.0
2024-01-25,Weekday,None,0,0,83,Burger,16,18,2,2400,120.0
2024-01-25,Weekday,None,0,0,83,Pizza,17,19,2,5100,240.0
2024-01-26,Weekday,None,0,0,86,Biryani,19,20,1,4750,100.0
2024-01-26,Weekday,None,0,0,86,Paneer Butter Masala,15,15,0,3300,0.0
2024-01-26,Weekday,None,0,0,86,Dosa,12,13,1,1440,48.0
2024-01-26,Weekday,None,0,0,86,Burger,16,18,2,2400,120.0
2024-01-26,Weekday,None,0,0,86,Pizza,18,18,0,5400,0.0
2024-01-27,Weekend,None,0,0,118,Biryani,26,28,2,6500,200.0
2024-01-27,Weekend,None,0,0,118,Paneer Butter Masala,21,22,1,4620,88.0
2024-01-27,Weekend,None,0,0,118,Dosa,17,20,3,2040,144.0
2024-01-27,Weekend,None,0,0,118,Burger,23,25,2,3450,120.0
2024-01-27,Weekend,None,0,0,118,Pizza,24,27,3,7200,360.0
2024-01-28,Weekend,None,0,0,110,Biryani,24,26,2,6000,200.0
2024-01-28,Weekend,None,0,0,110,Paneer Butter Masala,19,20,1,4180,88.0
2024-01-28,Weekend,None,0,0,110,Dosa,16,19,3,1920,144.0
2024-01-28,Weekend,None,0,0,110,Burger,21,24,3,3150,180.0
2024-01-28,Weekend,None,0,0,110,Pizza,23,25,2,6900,240.0
2024-01-29,Weekday,None,0,0,85,Biryani,19,22,3,4750,300.0
2024-01-29,Weekday,None,0,0,85,Paneer Butter Masala,15,16,1,3300,88.0
2024-01-29,Weekday,None,0,0,85,Dosa,12,13,1,1440,48.0
2024-01-29,Weekday,None,0,0,85,Burger,16,19,3,2400,180.0
2024-01-29,Weekday,None,0,0,85,Pizza,17,20,3,5100,360.0
2024-01-30,Weekday,None,0,0,86,Biryani,19,20,1,4750,100.0
2024-01-30,Weekday,None,0,0,86,Paneer Butter Masala,15,16,1,3300,88.0
2024-01-30,Weekday,None,0,0,86,Dosa,12,13,1,1440,48.0
2024-01-30,Weekday,None,0,0,86,Burger,16,18,2,2400,120.0
2024-01-30,Weekday,None,0,0,86,Pizza,18,21,3,5400,360.0
2024-01-31,Weekday,None,0,0,60,Biryani,13,14,1,3250,100.0
2024-01-31,Weekday,None,0,0,60,Paneer Butter Masala,10,10,0,2200,0.0
2024-01-31,Weekday,None,0,0,60,Dosa,9,9,0,1080,0.0
2024-01-31,Weekday,None,0,0,60,Burger,11,13,2,1650,120.0
2024-01-31,Weekday,None,0,0,60,Pizza,12,13,1,3600,120.0
2024-02-01,Weekday,None,0,0,89,Biryani,20,23,3,5000,300.0
2024-02-01,Weekday,None,0,0,89,Paneer Butter Masala,16,19,3,3520,264.0
2024-02-01,Weekday,None,0,0,89,Dosa,13,14,1,1560,48.0
2024-02-01,Weekday,None,0,0,89,Burger,17,18,1,2550,60.0
2024-02-01,Weekday,None,0,0,89,Pizza,18,20,2,5400,240.0
2024-02-02,Weekday,None,0,0,88,Biryani,19,20,1,4750,100.0
2024-02-02,Weekday,None,0,0,88,Paneer Butter Masala,15,17,2,3300,176.0
2024-02-02,Weekday,None,0,0,88,Dosa,13,14,1,1560,48.0
2024-02-02,Weekday,None,0,0,88,Burger,17,18,1,2550,60.0
2024-02-02,Weekday,None,0,0,88,Pizza,18,20,2,5400,240.0
2024-02-03,Weekend,None,0,0,106,Biryani,23,26,3,5750,300.0
2024-02-03,Weekend,None,0,0,106,Paneer Butter Masala,19,20,1,4180,88.0
2024-02-03,Weekend,None,0,0,106,Dosa,15,16,1,1800,48.0
2024-02-03,Weekend,None,0,0,106,Burger,20,22,2,3000,120.0
2024-02-03,Weekend,None,0,0,106,Pizza,22,25,3,6600,360.0
2024-02-04,Weekend,None,0,0,129,Biryani,29,34,5,7250,500.0
2024-02-04,Weekend,None,0,0,129,Paneer Butter Masala,23,25,2,5060,176.0
2024-02-04,Weekend,None,0,0,129,Dosa,19,22,3,2280,144.0
2024-02-04,Weekend,None,0,0,129,Burger,25,28,3,3750,180.0
2024-02-04,Weekend,None,0,0,129,Pizza,27,31,4,8100,480.0
2024-02-05,Weekday,None,0,0,87,Biryani,19,21,2,4750,200.0
2024-02-05,Weekday,None,0,0,87,Paneer Butter Masala,15,17,2,3300,176.0
2024-02-05,Weekday,None,0,0,87,Dosa,13,14,1,1560,48.0
2024-02-05,Weekday,None,0,0,87,Burger,16,17,1,2400,60.0
2024-02-05,Weekday,None,0,0,87,Pizza,18,20,2,5400,240.0
2024-02-06,Weekday,None,0,0,76,Biryani,17,20,3,4250,300.0
2024-02-06,Weekday,None,0,0,76,Paneer Butter Masala,13,14,1,2860,88.0
2024-02-06,Weekday,None,0,0,76,Dosa,11,12,1,1320,48.0
2024-02-06,Weekday,None,0,0,76,Burger,14,16,2,2100,120.0
2024-02-06,Weekday,None,0,0,76,Pizza,15,17,2,4500,240.0
2024-02-07,Weekday,None,0,1,123,Biryani,27,30,3,6750,300.0
2024-02-07,Weekday,None,0,1,123,Paneer Butter Masala,22,26,4,4840,352.0
2024-02-07,Weekday,None,0,1,123,Dosa,18,21,3,2160,144.0
2024-02-07,Weekday,None,0,1,123,Burger,23,27,4,3450,240.0
2024-02-07,Weekday,None,0,1,123,Pizza,25,27,2,7500,240.0
2024-02-08,Weekday,None,0,0,82,Biryani,18,19,1,4500,100.0
2024-02-08,Weekday,None,0,0,82,Paneer Butter Masala,14,15,1,3080,88.0
2024-02-08,Weekday,None,0,0,82,Dosa,12,13,1,1440,48.0
2024-02-08,Weekday,None,0,0,82,Burger,15,16,1,2250,60.0
2024-02-08,Weekday,None,0,0,82,Pizza,17,20,3,5100,360.0
2024-02-09,Weekday,None,0,0,73,Biryani,16,17,1,4000,100.0
2024-02-09,Weekday,None,0,0,73,Paneer Butter Masala,13,14,1,2860,88.0
2024-02-09,Weekday,None,0,0,73,Dosa,10,11,1,1200,48.0
2024-02-09,Weekday,None,0,0,73,Burger,14,14,0,2100,0.0
2024-02-09,Weekday,None,0,0,73,Pizza,15,16,1,4500,120.0
2024-02-10,Weekend,None,0,0,116,Biryani,26,30,4,6500,400.0
2024-02-10,Weekend,None,0,0,116,Paneer Butter Masala,20,21,1,4400,88.0
2024-02-10,Weekend,None,0,0,116,Dosa,17,19,2,2040,96.0
2024-02-10,Weekend,None,0,0,116,Burger,22,24,2,3300,120.0
2024-02-10,Weekend,None,0,0,116,Pizza,24,26,2,7200,240.0
2024-02-11,Weekend,None,0,0,124,Biryani,27,30,3,6750,300.0
2024-02-11,Weekend,None,0,0,124,Paneer Butter Masala,22,23,1,4840,88.0
2024-02-11,Weekend,None,0,0,124,Dosa,18,18,0,2160,0.0
2024-02-11,Weekend,None,0,0,124,Burger,24,27,3,3600,180.0
2024-02-11,Weekend,None,0,0,124,Pizza,26,28,2,7800,240.0
2024-02-12,Weekday,None,0,0,73,Biryani,16,18,2,4000,200.0
2024-02-12,Weekday,None,0,0,73,Paneer Butter Masala,13,15,2,2860,176.0
2024-02-12,Weekday,None,0,0,73,Dosa,10,11,1,1200,48.0
2024-02-12,Weekday,None,0,0,73,Burger,14,15,1,2100,60.0
2024-02-12,Weekday,None,0,0,73,Pizza,15,15,0,4500,0.0
2024-02-13,Weekday,None,0,0,81,Biryani,18,19,1,4500,100.0
2024-02-13,Weekday,None,0,0,81,Paneer Butter Masala,14,15,1,3080,88.0
2024-02-13,Weekday,None,0,0,81,Dosa,12,14,2,1440,96.0
2024-02-13,Weekday,None,0,0,81,Burger,15,17,2,2250,120.0
2024-02-13,Weekday,None,0,0,81,Pizza,17,20,3,5100,360.0
2024-02-14,Weekday,None,0,0,69,Biryani,15,17,2,3750,200.0
2024-02-14,Weekday,None,0,0,69,Paneer Butter Masala,12,13,1,2640,88.0
2024-02-14,Weekday,None,0,0,69,Dosa,10,10,0,1200,0.0
2024-02-14,Weekday,None,0,0,69,Burger,13,14,1,1950,60.0
2024-02-14,Weekday,None,0,0,69,Pizza,14,16,2,4200,240.0
2024-02-15,Weekday,None,0,0,64,Biryani,14,15,1,3500,100.0
2024-02-15,Weekday,None,0,0,64,Paneer Butter Masala,11,12,1,2420,88.0
2024-02-15,Weekday,None,0,0,64,Dosa,9,9,0,1080,0.0
2024-02-15,Weekday,None,0,0,64,Burger,12,13,1,1800,60.0
2024-02-15,Weekday,None,0,0,64,Pizza,13,15,2,3900,240.0
2024-02-16,Weekday,None,0,0,75,Biryani,16,19,3,4000,300.0
2024-02-16,Weekday,None,0,0,75,Paneer Butter Masala,13,14,1,2860,88.0
2024-02-16,Weekday,None,0,0,75,Dosa,11,12,1,1320,48.0
2024-02-16,Weekday,None,0,0,75,Burger,14,16,2,2100,120.0
2024-02-16,Weekday,None,0,0,75,Pizza,15,16,1,4500,120.0
2024-02-17,Weekend,None,0,0,125,Biryani,28,29,1,7000,100.0
2024-02-17,Weekend,None,0,0,125,Paneer Butter Masala,22,26,4,4840,352.0
2024-02-17,Weekend,None,0,0,125,Dosa,18,21,3,2160,144.0
2024-02-17,Weekend,None,0,0,125,Burger,24,27,3,3600,180.0
2024-02-17,Weekend,None,0,0,125,Pizza,26,28,2,7800,240.0
2024-02-18,Weekend,None,0,0,100,Biryani,22,24,2,5500,200.0
2024-02-18,Weekend,None,0,0,100,Paneer Butter Masala,18,19,1,3960,88.0
2024-02-18,Weekend,None,0,0,100,Dosa,15,15,0,1800,0.0
2024-02-18,Weekend,None,0,0,100,Burger,19,20,1,2850,60.0
2024-02-18,Weekend,None,0,0,100,Pizza,21,24,3,6300,360.0
2024-02-19,Weekday,None,0,0,88,Biryani,19,22,3,4750,300.0
2024-02-19,Weekday,None,0,0,88,Paneer Butter Masala,15,16,1,3300,88.0
2024-02-19,Weekday,None,0,0,88,Dosa,13,14,1,1560,48.0
2024-02-19,Weekday,None,0,0,88,Burger,17,18,1,2550,60.0
2024-02-19,Weekday,None,0,0,88,Pizza,18,19,1,5400,120.0
2024-02-20,Weekday,None,0,0,64,Biryani,14,14,0,3500,0.0
2024-02-20,Weekday,None,0,0,64,Paneer Butter Masala,11,12,1,2420,88.0
2024-02-20,Weekday,None,0,0,64,Dosa,9,9,0,1080,0.0
2024-02-20,Weekday,None,0,0,64,Burger,12,12,0,1800,0.0
2024-02-20,Weekday,None,0,0,64,Pizza,13,14,1,3900,120.0
2024-02-21,Weekday,None,0,1,89,Biryani,20,22,2,5000,200.0
2024-02-21,Weekday,None,0,1,89,Paneer Butter Masala,16,17,1,3520,88.0
2024-02-21,Weekday,None,0,1,89,Dosa,13,14,1,1560,48.0
2024-02-21,Weekday,None,0,1,89,Burger,17,19,2,2550,120.0
2024-02-21,Weekday,None,0,1,89,Pizza,18,19,1,5400,120.0
2024-02-22,Weekday,None,0,0,82,Biryani,18,19,1,4500,100.0
2024-02-22,Weekday,None,0,0,82,Paneer Butter Masala,14,16,2,3080,176.0
2024-02-22,Weekday,None,0,0,82,Dosa,12,14,2,1440,96.0
2024-02-22,Weekday,None,0,0,82,Burger,15,16,1,2250,60.0
2024-02-22,Weekday,None,0,0,82,Pizza,17,17,0,5100,0.0
2024-02-23,Weekday,None,0,0,60,Biryani,13,14,1,3250,100.0
2024-02-23,Weekday,None,0,0,60,Paneer Butter Masala,10,11,1,2200,88.0
2024-02-23,Weekday,None,0,0,60,Dosa,9,10,1,1080,48.0
2024-02-23,Weekday,None,0,0,60,Burger,11,13,2,1650,120.0
2024-02-23,Weekday,None,0,0,60,Pizza,12,14,2,3600,240.0
2024-02-24,Weekend,None,0,0,131,Biryani,29,34,5,7250,500.0
2024-02-24,Weekend,None,0,0,131,Paneer Butter Masala,23,26,3,5060,264.0
2024-02-24,Weekend,None,0,0,131,Dosa,19,21,2,2280,96.0
2024-02-24,Weekend,None,0,0,131,Burger,25,28,3,3750,180.0
2024-02-24,Weekend,None,0,0,131,Pizza,27,30,3,8100,360.0
2024-02-25,Weekend,None,0,0,136,Biryani,30,34,4,7500,400.0
2024-02-25,Weekend,None,0,0,136,Paneer Butter Masala,24,28,4,5280,352.0
2024-02-25,Weekend,None,0,0,136,Dosa,20,22,2,2400,96.0
2024-02-25,Weekend,None,0,0,136,Burger,26,28,2,3900,120.0
2024-02-25,Weekend,None,0,0,136,Pizza,28,30,2,8400,240.0
2024-02-26,Weekday,None,0,0,73,Biryani,16,16,0,4000,0.0
2024-02-26,Weekday,None,0,0,73,Paneer Butter Masala,13,13,0,2860,0.0
2024-02-26,Weekday,None,0,0,73,Dosa,10,11,1,1200,48.0
2024-02-26,Weekday,None,0,0,73,Burger,14,14,0,2100,0.0
2024-02-26,Weekday,None,0,0,73,Pizza,15,16,1,4500,120.0
2024-02-27,Weekday,None,0,0,85,Biryani,19,20,1,4750,100.0
2024-02-27,Weekday,None,0,0,85,Paneer Butter Masala,15,16,1,3300,88.0
2024-02-27,Weekday,None,0,0,85,Dosa,12,13,1,1440,48.0
2024-02-27,Weekday,None,0,0,85,Burger,16,18,2,2400,120.0
2024-02-27,Weekday,None,0,0,85,Pizza,17,18,1,5100,120.0
2024-02-28,Weekday,None,0,0,83,Biryani,18,20,2,4500,200.0
2024-02-28,Weekday,None,0,0,83,Paneer Butter Masala,14,16,2,3080,176.0
2024-02-28,Weekday,None,0,0,83,Dosa,12,13,1,1440,48.0
2024-02-28,Weekday,None,0,0,83,Burger,16,17,1,2400,60.0
2024-02-28,Weekday,None,0,0,83,Pizza,17,19,2,5100,240.0
2024-02-29,Weekday,None,0,0,76,Biryani,17,19,2,4250,200.0
2024-02-29,Weekday,None,0,0,76,Paneer Butter Masala,13,13,0,2860,0.0
2024-02-29,Weekday,None,0,0,76,Dosa,11,11,0,1320,0.0
2024-02-29,Weekday,None,0,0,76,Burger,14,15,1,2100,60.0
2024-02-29,Weekday,None,0,0,76,Pizza,15,17,2,4500,240.0
2024-03-01,Weekday,None,0,0,71,Biryani,15,16,1,3750,100.0
2024-03-01,Weekday,None,0,0,71,Paneer Butter Masala,12,13,1,2640,88.0
2024-03-01,Weekday,None,0,0,71,Dosa,10,11,1,1200,48.0
2024-03-01,Weekday,None,0,0,71,Burger,13,13,0,1950,0.0
2024-03-01,Weekday,None,0,0,71,Pizza,14,16,2,4200,240.0
2024-03-02,Weekend,None,0,0,124,Biryani,27,29,2,6750,200.0
2024-03-02,Weekend,None,0,0,124,Paneer Butter Masala,22,26,4,4840,352.0
2024-03-02,Weekend,None,0,0,124,Dosa,18,19,1,2160,48.0
2024-03-02,Weekend,None,0,0,124,Burger,24,25,1,3600,60.0
2024-03-02,Weekend,None,0,0,124,Pizza,26,30,4,7800,480.0
2024-03-03,Weekend,None,0,0,106,Biryani,23,27,4,5750,400.0
2024-03-03,Weekend,None,0,0,106,Paneer Butter Masala,19,21,2,4180,176.0
2024-03-03,Weekend,None,0,0,106,Dosa,15,16,1,1800,48.0
2024-03-03,Weekend,None,0,0,106,Burger,20,22,2,3000,120.0
2024-03-03,Weekend,None,0,0,106,Pizza,22,23,1,6600,120.0
2024-03-04,Weekday,None,0,0,71,Biryani,15,16,1,3750,100.0
2024-03-04,Weekday,None,0,0,71,Paneer Butter Masala,12,13,1,2640,88.0
2024-03-04,Weekday,None,0,0,71,Dosa,10,11,1,1200,48.0
2024-03-04,Weekday,None,0,0,71,Burger,13,15,2,1950,120.0
2024-03-04,Weekday,None,0,0,71,Pizza,14,16,2,4200,240.0
2024-03-05,Weekday,None,0,0,69,Biryani,15,17,2,3750,200.0
2024-03-05,Weekday,None,0,0,69,Paneer Butter Masala,12,14,2,2640,176.0
2024-03-05,Weekday,None,0,0,69,Dosa,10,10,0,1200,0.0
2024-03-05,Weekday,None,0,0,69,Burger,13,15,2,1950,120.0
2024-03-05,Weekday,None,0,0,69,Pizza,14,15,1,4200,120.0
2024-03-06,Weekday,None,0,0,74,Biryani,16,17,1,4000,100.0
2024-03-06,Weekday,None,0,0,74,Paneer Butter Masala,13,15,2,2860,176.0
2024-03-06,Weekday,None,0,0,74,Dosa,11,12,1,1320,48.0
2024-03-06,Weekday,None,0,0,74,Burger,14,14,0,2100,0.0
2024-03-06,Weekday,None,0,0,74,Pizza,15,15,0,4500,0.0
2024-03-07,Weekday,None,0,0,69,Biryani,15,16,1,3750,100.0
2024-03-07,Weekday,None,0,0,69,Paneer Butter Masala,12,14,2,2640,176.0
2024-03-07,Weekday,None,0,0,69,Dosa,10,10,0,1200,0.0
2024-03-07,Weekday,None,0,0,69,Burger,13,14,1,1950,60.0
2024-03-07,Weekday,None,0,0,69,Pizza,14,15,1,4200,120.0
2024-03-08,Weekday,None,0,0,72,Biryani,16,17,1,4000,100.0
2024-03-08,Weekday,None,0,0,72,Paneer Butter Masala,12,14,2,2640,176.0
2024-03-08,Weekday,None,0,0,72,Dosa,10,11,1,1200,48.0
2024-03-08,Weekday,None,0,0,72,Burger,14,16,2,2100,120.0
2024-03-08,Weekday,None,0,0,72,Pizza,15,17,2,4500,240.0
2024-03-09,Weekend,None,0,0,130,Biryani,29,32,3,7250,300.0
2024-03-09,Weekend,None,0,0,130,Paneer Butter Masala,23,25,2,5060,176.0
2024-03-09,Weekend,None,0,0,130,Dosa,19,21,2,2280,96.0
2024-03-09,Weekend,None,0,0,130,Burger,25,27,2,3750,120.0
2024-03-09,Weekend,None,0,0,130,Pizza,27,29,2,8100,240.0
2024-03-10,Weekend,None,0,0,112,Biryani,25,27,2,6250,200.0
2024-03-10,Weekend,None,0,0,112,Paneer Butter Masala,20,22,2,4400,176.0
2024-03-10,Weekend,None,0,0,112,Dosa,16,18,2,1920,96.0
2024-03-10,Weekend,None,0,0,112,Burger,21,24,3,3150,180.0
2024-03-10,Weekend,None,0,0,112,Pizza,23,26,3,6900,360.0
2024-03-11,Weekday,None,0,0,62,Biryani,13,14,1,3250,100.0
2024-03-11,Weekday,None,0,0,62,Paneer Butter Masala,11,13,2,2420,176.0
2024-03-11,Weekday,None,0,0,62,Dosa,9,9,0,1080,0.0
2024-03-11,Weekday,None,0,0,62,Burger,12,13,1,1800,60.0
2024-03-11,Weekday,None,0,0,62,Pizza,13,15,2,3900,240.0
2024-03-12,Weekday,None,0,0,65,Biryani,14,16,2,3500,200.0
